Date,Title,Outlet,Content
2019,Optimal dispatch of hybrid energy islanded microgrid considering V2G under TOU tariffs,E3S Web of Conferences,"In order to achieve a prospective economic effect of renewable energy generations and vehicle to grid (V2G), this paper proposes an optimal dispatch method of wind-PV-battery microgrid considering V2G under time-of-use (TOU) tariffs for those isolated communities in remote islands and mountainous areas. A cooperative dispatch strategy and an optimal dispatch model are both presented for the total operation cost minimization and higher utilization of renewable energy generation. Finally, the simulation results show that the proposed method is effective and feasible. © 2019 The Authors, published by EDP Sciences."
2019,Impedance-based analysis of harmonic instabilities in HVDC-connected Offshore Wind Power Plants,International Journal of Electrical Power and Energy Systems,"HVDC-connected Offshore Wind Power Plants (OWPPs) with a large number of power converters are prone to instabilities due to interactions with converter controllers. This paper analyzes harmonic instabilities in OWPPs connected through HVDC due to interactions with the offshore HVDC converter and the wind turbine converters. An impedance-based model is used to represent a detailed OWPP with fully-rated converter based wind turbines, including the offshore HVDC converter, wind turbine converters, submarine cables and transformers of the offshore AC grid. Harmonic stability is evaluated both from the grid connection point of the offshore HVDC converter and the WT grid side converters. As a result, the influence that parameters of converter control systems and the offshore grid configuration have on harmonic resonant frequencies and stability conditions is analyzed in depth through a sensitivity analysis. Active damping implemented as a feed-forward control is coordinated in all converters to mitigate the harmonic instabilities. Examples of harmonic instabilities and active damping application are validated with time domain simulations in PSCAD/EMTDC. © 2018 Elsevier Ltd"
2019,Fault Ride-Through of Fractional Frequency Offshore Wind Power System Based on Modular Multilevel Matrix Converter,APAP 2019 - 8th IEEE International Conference on Advanced Power System Automation and Protection,"The fault ride-through (FRT) capacity has become an important grid requirement for fractional frequency offshore wind power system (FFOWPS) based on modular multilevel matrix converter (M3C). In this paper, a novel joint fault ride-through strategy is proposed, which employs a land grid voltage versus offshore grid frequency droop control on M3C. Then, the control system of wind turbines can adjust the generated active power from wind based on the offshore grid frequency. Different form the previous research, the proposed joint control method can maintain the stability of the M3C DC capacitor voltage under the premise of satisfying the reactive power support to the grid under fault condition. Simulation results validate the fault ride-through capability of the FFOWPS in MATLAB/Simulink. © 2019 IEEE."
2020,Addressing cybersecurity in Energy Islands,"30th European Safety and Reliability Conference, ESREL 2020 and 15th Probabilistic Safety Assessment and Management Conference, PSAM 2020","Addressing cybersecurity threats in energy island is about balancing technical infrastructure and assets risks with business needs and protecting data from unwanted or unintentional information disclosure. Every organization that implementing smart grid functionality address cybersecurity issues that are diverse and complex for the organization. Especially when relying on existing legacy systems and infrastructure when interoperate with new assets connected to the smart grid. This potentially introduces new operational risks for the operator. This paper summarizes identified cybersecurity risks relevant for energy island as identified during the development phase of the E-LAND toolbox. Some of these risks include the local energy systems operator's exposure of existing legacy operational systems infrastructure, security and privacy concerns in multi-cloud environments, asset hardening and integration requirements, establishing a common baseline for network security and best practices, and data ownership and management to name some. The risks are discussed in more detail and exemplified through general use case examples before suggested mitigations for the risks are provided. Copyright © ESREL2020-PSAM15 Organizers.Published by Research Publishing, Singapore."
2018,On modeling-based elements of an intelligent system for cost-effective dispatching of energy islands with photovoltaic sourcing,International Scientific and Technical Conference on Computer Sciences and Information Technologies,"This paper has some introducing character and aims to constructing an intelligent cost-effective dispatching system for business energy islands with renewable sources. The idea is to combine the cost-effectiveness with energy-information dispatching of energy islands with renewable sources. It is important to emphasize that energy-information efficient dispatching in our approach have to consider in the on-line, medium and long-term time lags. The principles of the proposed approach are based on an inductive modeling method. © 2018 IEEE."
2018,Innovative energy islands: Life-cycle cost-benefit analysis for battery energy storage,Sustainability (Switzerland),"Cities are concentrations of economic, social, and technical assets, which are fundamental to addressing climate change challenges. Renewable energy sources are growing fast in cities to mitigate greenhouse gas emissions in response to these challenges. In this transition urban decentralized energy shares technical and economic characteristics with energy islands. This is reflected in that island energy systems essentially operate off-grid which as a modus operandi can offer lessons to small-scale urban systems. With the expansion of urban areas, communities, especially small-scale ones, are sometimes further away from the main power infrastructure. Providing power supply to these communities would require significant investment to the existing power system, either to improve its grid infrastructure or power supply facilities. The energy islands have for some time now lent themselves to energy innovation including smart grid and battery storage applications. In this research we conceptualize that urban energy communities can be benefitted by knowledge transfer from energy islands in several fronts. We specifically put forward a life-cycle cost-benefit analysis model to evaluate the economics of battery storage system used in small communities from a life-cycle perspective. In this research we put forward a novel cost-benefit analysis model. Our results show that the inclusion of externalities can improve the economic value of battery systems significantly. Nevertheless, the economic performance is still largely dependent on several parameters, including capacity cost, discharging price, and charging cost. We conclude that existing electricity price structures (e.g., using household electricity price as a benchmark) struggle to guarantee sufficient economic returns except in very favorable circumstances; therefore, governmental support is deemed necessary. © 2018 by the authors."
2018,The Lee Rowan School of Power Plant Technology,Power,"Williamson College of the Trades' Power Plant Technology program provides hands-on training for learners within its student-run power plant, known as the ""Energy Island."" Through the program, students are exposed to innovative power technologies, including a combined heat and power system, which generates electricity for the school's grid and supplies a steam distribution network serving several campus buildings. Specifically, students in the Lee Rowan School of Power Plant Technology gain valuable practical experience, preparing them for positions in the power and utilities industries through the operation of the college power plant and maintenance of its utilities. Graduates of the program are hired by utilities, industrial power facilities, refineries, manufacturers, and consulting firms as power plant operators, stationary engineers, field service technicians, instrumentation and controls technicians, and electrical/mechanical maintenance technicians. Students learn nuclear, fossil fuel, hydroelectric, combined cycle, and other power generation system theory, as well as the basic principles of electricity, electrical power, motor controls, wiring diagrams, engineering mechanics, and mechanical and electrical systems."
2020,Low-Carbon Community Adaptive Energy Management Optimization Toward Smart Services,IEEE Transactions on Industrial Informatics,"With the rapid development of society and the economy and the increasing seriousness of environmental problems, renewable energy and high-quality energy services in low-carbon communities have become popular research topics. However, a large number of volatile distributed generation power systems in the community are connected to the grid. It is difficult to stabilize and efficiently interact with fragmented and isolated energy management systems, and it is difficult to meet energy management needs in terms of low-carbon emissions, stability, and intelligence. Therefore, by considering operation costs, pollution control costs, energy stability, and plug-in hybrid electric vehicles, this article proposes a regional energy supply model called community energy Internet and builds a low-carbon community energy adaptive management model for smart services. Then, to address energy supply instability, an adaptive feedback control mechanism developed based on model predictive control is introduced to adapt to the changing environment. Finally, a long short-term memory-recurrent neural network-based Tabu search is introduced to prevent the multiobjective particle swarm optimization algorithm from easily falling into a local optimum. The simulation results show that the proposed model can effectively realize the optimal allocation of energy, which solves the problem of fragmented energy islands caused by distributed power access. This method has quality of service benefits for users, such as cost, time, and stability, and realizes wide interconnections, high intelligence, and low-carbon efficiency of community energy management. © 2005-2012 IEEE."
2019,Why not wye-wye transformers?,"2019 IEEE Petroleum and Chemical Industry Committee Conference, PCIC 2019","In 2013 a campus consisting of 14 buildings and associated wye-wye transformers ranging from 500 to 1000 kVA, experienced in the first five years, five transformer failures with one transformer failing twice. The campus is constantly expanding. The discussion of the investigation into the failures began with the types of engineering design firms, the types of distribution systems, but also the various transformations available, and analysis of the service entrance equipment. The campus distribution system was analyzed, comparisons made with other types of distribution systems along with the system protection, including the individual transformers' protection. The types of system grounding of the various secondary low-voltage grounding configurations were analyzed and are documented in the paper. The actions taken over the past five years to decrease and eliminate infant mortality of transformers are documented and the results presented. The paper also discusses Williamson College of the Trades' construction of an independent Energy Island and the interconnection with the local utility involving wye-wye transformation. © 2019 IEEE."
2020,Hierarchical Multi-objective Safety Margin Optimization of Renewable Energy Island Collecting Delivery System by VSC-HVDC; [新能源柔直汇集系统的分层多目标安全裕度优化],Dianwang Jishu/Power System Technology,"Large-scale renewable generation integration and DC power grid are two hot subjects in the future power grid. The renewable generation cluster is connected to the voltage sourced converter (VSC) station, under the control mode of VF, forming a renewable energy island colleting delivery system based on High Voltage Direct Current with VSC (VSC-HVDC). Compared with the AC delivery mode, this mode has higher controllability and better adaptability, in which the voltage support is dominated by the control strategy of VSC station and coordinated with the reactive voltage control of the AC collecting network. However, the optimization of the safety margin of VSC station becomes a key problem affecting the system security because it may change rapidly with the working conditions caused by the strong fluctuation of the renewable energy. This paper proposes a multi-objective optimization method of safety margin for VSC station based on station-network coordination. The voltage of the point of common coupling (PCC) is used as the inter layer exchange variable. The voltage of PCC is determined by the reactive voltage safety margin optimization of VSC station in the upper layer, while the economic optimization of the renewable collecting network is achieved based on the voltage of PCC in the lower layer. In this way the optimization of safety margin is realized which satisfies the needs of multiple objectives, like network loss, reactive voltage safety and so on. Finally, the simulation verifies that the proposed optimization strategy can get a high and stable safety margin in different working conditions based on the renewable energy delivery system of an actual VSC-HVDC project. © 2020, Power System Technology Press. All right reserved."
2019,A preliminary techno-economic comparison between a grid-connected and non-grid connected offshore floating wind farm,"2019 Offshore Energy and Storage Summit, OSES 2019","Non-grid connected (NGC) floating offshore wind (OW) turbines can signify a solution for harvesting wind energy far offshore, addressing some key issues including the deep waters and lack of grid connection, while also exploiting the higher capacity factors. Towards this direction, on-board energy storage in the form of hydrogen production is one of the most promising solutions, often cited in literature. This study aims to perform a preliminary techno-economic analysis to assess the trade-offs, in terms of cost, between a far offshore grid-connected (GC) floating wind farm and a NGC wind farm integrated with an electrolyser for the production of hydrogen. To this end, a lifecycle techno-economic model coupled with an OM model developed for offshore wind installations are employed. The model is applied to a hypothetical wind farm located 200km from the shore. For the GC system, OM costs along with the costs of acquisition of the electric system (offshore cable and offshore substation) appeared to be the main contributors to the Levelised Cost of Electricity (LCOE). As far as the NGC system is concerned, it was concluded that a higher annual capacity factor (>60%) could potentially achieve viability of the investment. © 2019 IEEE."
2020,A New Control Scheme for Fast Frequency Support from HVDC Connected Offshore Wind Farm in Low-Inertia System,IEEE Transactions on Sustainable Energy,"Large-scale renewable energy integration and consequent displacement of synchronous machines result in low system inertia. Low system inertia leads to high rate of change of frequency, higher frequency nadir, and potentially require higher primary frequency reserve to stabilise system frequency following a sudden generation shortfall. To address such frequency stability issue in wind energy integrated system, this paper has proposed a new and realistic control strategy for inertial and primary frequency support from HVDC connected Offshore Wind Farms (OWF). The proposed control strategy, which is based on offshore AC voltage control is not only addressing limitations of high rate of frequency change in the offshore grid, but also does not result in any frequency deviation in the offshore grid while providing frequency support to the main grid. The proposed control strategy is robust for any frequency deviation in the main grid, which utilises HVDC converters to map onshore frequency variation in to voltage variation in the offshore grid, thus enabling adequate inertial and primary frequency support from the OWF. The proposed control strategy has been tested on two test systems and the results are compared with conventional method to demonstrate the robustness, effectiveness and reliability of the proposed frequency support strategy.  © 2010-2012 IEEE."
2019,Modeling and Analysis of a Novel Grid Connection Topology for Offshore Wind Farms using MMC-HVDC Transmission,IEEE Power and Energy Society General Meeting,"To meet the goals of the Paris Agreement, the Netherlands is integrating large amounts of offshore wind energy into the power system and has ambitious plans for the coming years. A grid topology with transmission capacity above 1 GW connecting offshore wind farms (OWFs) at distances close to 100 km in a standardized, modular, and cost-efficient manner is the focus of this paper. An electromagnetic transient (EMT) model was built in PSCAD in which OWFs are connected with 66-kV cables to a centralized offshore platform and a transmission link with a capacity of 1050 MW. The 66-kV cables will be coupled to three converter transformers connected to each other on the valve side and not on the 66-kV side. The link to the onshore transmission network uses VSC-HVDC technology with MMC topology. A dynamic performance analysis was done to obtain a complete overview and understanding of the overall behavior. © 2019 IEEE."
2019,Mathematical harmonic model of VSC HVDC for offshore applications,IET Conference Publications,"HVDC transmission with Modular Multilevel Converter (MMC) technology is frequently used for connection to weak offshore grids. In such systems, adverse harmonic resonances and instabilities can occur due to the interaction between the different power electronic converters and the grid. Models of the HVDC converters describing their harmonic behaviour are needed by HVDC manufacturers at design stage and they are required by Transmission System Operators to allow prediction of such interactions and their impact on the grid. This paper describes one such model. It aims to be a comprehensive tool to analyse and predict harmonic interactions combining the control system, normally represented in dq frame, and the power system, normally analysed in the positive-negative sequence frame. This methodology can be applied to any device connected to the power system to capture key aspects of harmonic interaction including cross-coupling between harmonic frequencies. Moreover, such a tool will enable design of robust control systems. The process described in this paper is applied to a typical MMC-HVDC converter connected to an offshore grid. The mathematical model is validated through PSCAD simulation, and a practical case study is shown. © 2019 Institution of Engineering and Technology.All rights reserved."
2019,Application of point on wave controlled switching on high voltage systems for weak offshore grids,"Society of Petroleum Engineers - Abu Dhabi International Petroleum Exhibition and Conference 2018, ADIPEC 2018","At offshore oil and gas islands, on site generators running independently are often utilized. These on site generators have their benefits but also pose their own drawbacks and may have their own problems. Due to the instability of those weak offshore grids, the grid disturbances may cause power outages, voltage fluctuations, changes in frequency, blackouts …etc. which are easily felt by the consumers and can also impact the performance and the service life of the electrical equipment. A study has been performed to examine different methods to improve the reliability of the overall network. Circuit breakers are designed to react by opening or closing the circuit as soon as a command is received. While doing so, the circuit breakers go through tremendous high stresses which ultimately may cause it to produce an arc. This phenomenon can be mitigated and reduced using controlled switching. This technology involves pre-defined control strategy for opening and closing each circuit breaker pole independently. Controlled switching methodologies are used to minimize the stress on circuit breakers, prevent failure of electrical equipment and improve power quality without affecting the overall grid. This new cost effective technology helps in reducing disturbances while improving electrical reliability to the end consumer. High Voltage Shunt Reactors, Subsea Cables and Transformer Energization and De-energization cause high inrush current on the system. Power system study software has been utilized to identify which loads will provide the optimum benefit when implementing the Controlled Switching application. This paper addresses the benefits of using controlled switching on high voltage circuit breakers on weak offshore grids. This paper also studies the applications and advantages of controlled switching of 132kV long subsea cable and transformer feeders wherein high inrush current is expected while showing the outcomes of research results and actual scenarios that have been implemented. © Copyright 2018, Society of Petroleum Engineers."
2020,North Sea offshore grid development: Combined optimisation of grid and generation investments towards 2050,IET Renewable Power Generation,"The North Sea region offers large amounts of investable offshore wind generation and several interconnection lines are located in the area, with more planned. Optimal transmission and generation investments are modelled in the region towards 2050. A project-based scenario, where each offshore wind power plant is connected individually, is first analysed. Then, an integrated offshore grid is modelled to investigate the viability of connecting future transmission and offshore wind generation investments. These two scenarios are then compared. It is shown that going towards an integrated solution can increase offshore wind investments by several GWs, with Germany seeing the biggest difference between the two scenarios. It is shown that the integrated solution leads to overall cost minimisation and shows somewhat higher variable renewable energy generation by 2050 compared to the project-based scenario. © The Institution of Engineering and Technology 2019"
2020,Addressing cybersecurity in energy islands,Proceedings of the 30th European Safety and Reliability Conference and the 15th Probabilistic Safety Assessment and Management Conference,"Addressing cybersecurity threats in energy island is about balancing technical infrastructure and assets risks with business needs and protecting data from unwanted or unintentional information disclosure. Every organization that implementing smart grid functionality address cybersecurity issues that are diverse and complex for the organization. Especially when relying on existing legacy systems and infrastructure when interoperate with new assets connected to the smart grid. This potentially introduces new operational risks for the operator. This paper summarizes identified cybersecurity risks relevant for energy island as identified during the development phase of the E-LAND toolbox. Some of these risks include the local energy systems operator’s exposure of existing legacy operational systems infrastructure, security and privacy concerns in multi-cloud environments, asset hardening and integration requirements, establishing a common baseline for network security and best practices, and data ownership and management to name some. The risks are discussed in more detail and exemplified through general use case examples before suggested mitigations for the risks are provided. © ESREL 2020-PSAM15 Organizers. Published by Research Publishing, Singapore."
2018,Extended Current Limitation for Unbalanced Faults in MMC-HVDC-Connected Wind Power Plants,IEEE Transactions on Power Delivery,"Modular multilevel converters (MMCs) are currently used in a number of high-voltage dc (HVdc) projects connecting very remote offshore wind power plants to shore. For this application, the offshore HVdc voltage-source converter provides the reference for voltage and frequency, that is, grid-forming operating mode. In fault ride through situations, however, the converter reactive current increases and has to be limited to protect the equipment. At the same time, the injection of maximum currents into the offshore grid is advantageous for fault detection and isolation by circuit breakers and to maintain the voltage level. State-of-the-art current limitation might underuse the converter capability in the grid-forming operating mode in specific unbalanced conditions. This paper proposes an extended limitation method for the converter current references for these conditions. It is demonstrated that the proposed method improves the voltage and current profile. In addition, the impact on the internals of the MMC is outlined. Dynamic simulations are conducted to validate the proposed extended limitation for two operation scenarios. The results demonstrate an enhanced utilization of the MMC capability, a better voltage profile, and improved transient behavior of the MMC for the proposed extended limitation compared to the normal limitation during specific unbalanced conditions. © 1986-2012 IEEE."
2019,Dressing for the Anthropocene*: A future history,Eceee Summer Study Proceedings,"This paper presents analyses based on data from two H2020 projects coordinated by the author. In ECHOES, energy choices of consumers are studied from a multilevel perspective, including particularly the question, how choices framed as group choices (e.g., choices people living in a particular region, city or country) differ from choices framed as individual choices. Results from a representative multinational survey with more than 18,000 respondents conducted in all EU member states plus Switzerland, Turkey, and Norway are presented. In the survey, an online experiment was conducted manipulating if predictors of energy saving behavior were introduced as a choice with a connection to other people in the region, the country, or the European Union. The analyses show that intentions to support the Energy Transition by energy saving behavior are impacted by the degree a person embraces an environmental identity, the feeling of being morally obliged (personal norms), the feeling of individual efficacy, but also social norms and the degree of identification with the people in the respective geographic entity (municipality, country, EU). Citizens of the different countries differ strongly in the degree they identify with their municipality or the EU in relation to their country and the degree of how strong they perceive the social norms and individual efficacy in their municipality or country in relation to the EU. Whereas identification with the EU is usually rather low in most countries, social norms to save energy are experienced to be stronger on the EU level than on the lower levels. Also, efficacy is perceived to be higher on the EU level. These findings are supplemented by preliminary findings from the SMARTEES project, which studies the diffusion of five types of social innovations in energy (inclusive mobility planning, energy autonomous islands, introducing car-free “superblocks” in cities, city quarter revitalization through energy effectivization, fighting fuel poverty through participatory energy efficiency plans). For this paper, first findings of the ongoing social network analyses in the social innovation cases are presented, outlining who key actors in such innovation cases are – again underlining the important function of communication, interaction and decision-making in groups. Two cases were selected (the Danish “Energy Island” Samsø and the Swedish eco-neighbourhood Augustenborg in Malmö). In both cases, it becomes obvious that successful social energy innovations require the collaboration of a complex network of actors sitting at key positions in the social networks. Long term restructuring of local societies requires individuals that have the ability to engage larger fractions of the diverse network of different actors. Across both projects, this paper makes a strong case for studying consumer-driven energy choices towards energy sufficiency and innovation from a social systems perspective, rather than a technological or overly individualistic perspective. © 2019 European Council for an Energy Efficient Economy. All rights reserved."
2018,The University of Genoa Smart City Demo Site,"2018 110th AEIT International Annual Conference, AEIT 2018","The present contribution is devoted to describe in detail the Smart City Sustainable Energy Living Lab (LL) that the University of Genoa has conceived and positioned inside its Savona Campus research and teaching facilities. Such LL relies on the research and demonstration activities related to the use of special infrastructures as the Smart Polygeneration Microgrid (SPM) and Smart Energy Building (SEB), built with the fundamental contribution of the Italian Ministry of Education, University and Research and the Ministry for Environment, Land and Sea Protection. The LL is jointly operated with the Italian DSO Enel S.p.A. as an 'open air' demo site for the testing of on grid/off grid electrical transitions (Sustainable Urban Energy Island) and of potentially new services strictly related to the wide deployment of 'e-city' technological solutions (V2G, V2H, e-home and smart appliances). The present paper is mainly focused on the model developed to study a portion of the SPM in islanded configuration; the main results of the analysis are here reported and discussed in order to highlight stability and load sharing issues. © 2018 AEIT."
2019,Generalized Building Energy Efficiency and New Energy Utilization,E3S Web of Conferences,"The development of human society is a non-stop gear, and the way we use energy is about the future. How to use resources reasonably and effectively is the pressure we face. The increase in population is the problem of resource allocation - insufficient inventory of traditional energy sources. Economic development is a double-sided blade, and ecological environmental protection is our focus. Research and development of new energy and renewable energy is a way to block dependence on traditional energy sources. It is the inevitable way for human beings to coexist harmoniously with ecology in the future. The development of the construction industry has also brought about a greater proportion of energy consumption. Building heating, ventilation, air conditioning and lighting account for about one-third of the total energy consumption. The carbon dioxide emissions of the construction industry account for more than half of the total emissions, which has a great impact on the environment. The broad definition of building energy conservation is proposed, and the significance of using new energy to building energy conservation is expanded from the perspective of macro environment, including the use of integrated energy, solar energy, and energy islands to achieve zero energy consumption in building energy conservation. The construction has effectively promoted the development of zero energy consumption in terms of the life cycle and environmental protection. © The Authors, published by EDP Sciences, 2019."
2019,Stakeholder consultation and nature inclusive design of the offshore grid,CIGRE Science and Engineering,"In this paper, TenneT will elaborate on the ideas related to offshore grid eco-design: cooperation with environmental organisations, the value of offshore data gathering, and the re-assessment of the offshore grid concept from a nature inclusive design perspective. For TenneT, since the start of the offshore grid development in 2013, the cooperation with external stakeholders like government, offshore wind sector and environmental organisations was key. Through several consultation sessions suggestions and requirements were gathered and applied during the design and (spatial) planning/licensing phase of the offshore grid concept. At the time (2014-2016), cost reduction was the leading factor. Amongst others, a cooperation with Rijkswaterstaat was initiated, to create the so-called Maritime Information Services Point for offshore data gathering. Services with a societal benefit are coordinated and data will become publicly available, e.g. meteo data and bird & bat monitoring. Since 2013, TenneT has gathered insights from several project specific Environmental Impact Assessments, resulting in requirements for the permits and licenses of the offshore grid projects. Based on the experiences so far, TenneT is now re-assessing the standardised offshore grid concept in terms of opportunities for nature enhancement and further ecological monitoring. Whereas cost reduction is still an important driver, additionally the idea of using the offshore grid infrastructure to realise opportunities to increase nature diversity and to achieve additional societal benefits has evolved. Nature inclusive design measures have been identified for the topside (bird deck), jacket (biocages) and along the cable route and within the safety zone of the platform (hard substrate structures). The expectation is that if such measures are integrated in an early stage, they can be added against very limited cost and risk compared to the project investment. The ultimate objective is to enhance nature inclusive design as an incremental part of the technical design and (spatial) planning/licensing phase of the offshore grid. © 2019, CIGRE. All rights reserved."
2019,Synergy between smart energy systems simulation tools for greening small Mediterranean islands,Renewable Energy,"Several islands around the world are facing common challenges in terms of high energy costs, local CO2 emissions, security of supply and system stability. In EU, many islands have become sites of energy innovation, where betting on Renewable Energy Sources is a winning choice to meet their energy needs. In this framework, renewable energies play a key role for supporting the transition of small islands to an autonomous, cleaner and low-carbon energy system – in line with the overall EU Energy Union package and EU2030 goals. This study examines the suitability of using hybrid energy system comprising photovoltaic systems, wind turbines, biomass and diesel generators to meet the electricity demand of Favignana Island, to increase the penetration of renewables in the local electricity grid. Additionally, the energy scenarios simulation aimed at identifying foreseeable energy-environmentally improvements associated to the mutual merging of further energy sectors, such as transportation and heating sector. Consequently, the renewable capacity firming issues can be strongly mitigated by integrating new energy demand components. Thus, this work shows in a systemic overview all the outcomes related to the different energy mix layout, with varying the RES share values compatibly with the local grid electrotechnical constraints. Furthermore, this paper studies the impact that the introduction of electric vehicles into the island car fleet will have on the energy system. The smart energy system's components and sizes have been studied both from an energy and an economic point of view by means of two different software (i.e. EnergyPLAN and HOMER). © 2018 Elsevier Ltd"
2020,The Insulating Properties of Polypropylene Blends Modified by ULDPE and Graphene for HVDC Cables,Polymer Insulation Applied for HVDC Transmission,"HVDC cable transmission plays an important role in urban center power supply, large-scale utilization of distributed energy, island and cross sea power transmission. Thermoplastic polypropylene (PP) material has excellent heat resistance and insulation performance, and can be recycled. However, it is not suitable to apply PP directly to the cable insulation for its low temperature impact and brittleness. In this chapter, polypropylene was blended with vinyl elastomer ULDPE to improve its mechanical toughness. The optimal proportion of PP/ULDPE blends was determined by the melting and crystallization behavior, mechanical tensile properties, trap distribution characteristics, space charge, conductivity and breakdown properties of the blends. Then, PP/ULDPE blends with different amount of nano graphene were prepared. The space charge, electrical conductivity and breakdown strength of PP and its nano graphene modified composites at different temperatures were measured and analyzed. Based on the isothermal discharge current method, the trap distribution characteristics of PP/ULDPE/graphene nanocomposites were obtained to study the relationship between space charge, electrical conductivity, breakdown strength and nano graphenen. © The Editor(s) (if applicable) and The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd. 2021, corrected publication 2021."
2018,Storifying Samsø’s Renewable Energy Transition,Science as Culture,"Through a joint community effort Denmark’s Renewable Energy Island Samsø became self-sufficient with renewable energy over a period of 10 years from 1997 to 2007. Today, the story about Samsø’s successful energy transition has become a global export and a widely known model of community building, public participation and shared ownership in renewable energy technologies and transition processes. What has allowed the Samsø narrative to travel so widely has been the effective ‘transition story’ created about the islanders’ efforts. This transition story, however, has become fixed with the years and has assumed an ideal-typical character. Meanwhile, the challenges and costs inherent in the complicated socio-material process of transition are underestimated and largely forgotten. While such transition stories are indeed inspiring, the ideal-typical narrative may stand in the way of the development of further local energy transitions, as challenging elements of the process are downplayed to strengthen the narrative power of the story. Ethnographic stories about Samsø complicate the island’s transition narrative and add nuance to the Samsø story, highlighting its discrepancies and problematizing the effects of such well-crafted transition narratives. This tendency toward the ‘storification’ of transition processes is not restricted to Samsø; it is employed as a tactics by environmental organizations operating globally. © 2017 Process Press."
2018,North Seas Offshore Network (NSON): Challenges and its way forward,Journal of Physics: Conference Series,"Serving a twofold purpose, integrated offshore grids can facilitate the connection of offshore wind generation with onshore networks as well as the interconnection of asynchronous market areas for power trade. With a growing amount of offshore wind generation being deployed in Northern Europe, the relevance of a North Seas Offshore Network (NSON) increases, particularly in light of high cross-sectoral decarbonisation targets. To investigate future deployments of offshore grids in the North Seas, the national NSON project in Germany developed a closely linked modelling chain involving several stages: market- and technology-based grid planning, offshore grid validation, and onshore grid repercussions. Following an introduction to the NSON Initiative, a comprehensive overview of the modelling stages is given. Important subjects for further research which could be identified while working on the NSON-DE project are discussed afterwards. Main issues include flexibility and uncertainty in future energy systems, market integration, cost-benefit sharing, as well as robust grid planning and enhanced grid operation methods, especially for combined AC/DC-networks. © Published under licence by IOP Publishing Ltd."
2020,Effect of an Electric Vehicle Promotion Policy on China’s Islands: A Case Study of Hainan Island,Frontiers in Energy Research,"Despite the abundant clean energy resources on islands, energy supply on the islands in many countries and regions still depends on high-voltage power grids in neighboring continents and high-cost fossil energy such as oil. In China, increasing demand for private gasoline vehicles calls for an abundant gasoline supply, which is harmful to the renewable energy transformation on Chinese islands. The promotion of electric vehicles (EVs) offers a potential solution. However, on large islands with large populations, insufficient electricity supply restricts residents’ behavior, which has led to difficulties in promoting clean energy vehicles. To solve this problem, in 2019, the government formulated an 11-year plan to comprehensively promote clean energy vehicles from the energy supply side and user demand side to transform Hainan Island into a clean energy island. However, some predictions in the report are doubtful. As a result, this study takes Hainan Island in China as an example. Based on data on energy and EVs, the greenhouse gas emissions and electricity demand of the transportation industry in Hainan Island under policy and non-policy scenarios are calculated using a generation substitution accounting model. Based on the results, this study evaluates the expected effect of Hainan Province’s 11-year plan to develop clean energy vehicles and compares the results with those in the report. Policy implications based on the results are also proposed. This study combines the island’s energy structure with the application of EVs and expands the evaluation of government policies on the impact of large-scale energy transformation from the perspective of the energy supply chain. It also provides a reference for energy transformation on other large islands. © Copyright © 2020 Xiao, Chen, Wang and Nie."
2019,The integrated offshore grid in Europe: Exploring challenges for regional energy governance,Energy Research and Social Science,"The deployment of offshore wind and power transmission in the European North Sea is accelerating. Stakeholders advocate regional governance for the European grid expansion, which may evolve into a pan-European governance and is key to developing integrated, hybrid offshore projects. However, such projects are still scarce. We thus analyze the governance of the North Sea offshore grid expansion using the dimensions of level, implementation obligation, and implementation discretion. Our exploratory approach identifies five challenges. The challenges relate to 1) the interaction of the European and regional levels; 2) the interaction of the national and regional levels; 3) the participation of non-European Union countries; 4) the dependence of regional planning on national development plans, which consider national interests; and 5) the interaction of cost allocation and European financing for Projects of Common Interest. The recent Clean Energy Package proposal extensively reforms the regulation of the European power system. The Package is part of the Energy Union strategy and focuses on the energy and climate policies’ governance and the power system operation. Thus, regional governance of offshore expansion is largely unaltered, and our identified challenges remain unaddressed. © 2019 The Authors"
2021,Performance analysis of a novel hybrid power generation system integrated diesel generator with compressed heat energy storage,International Journal of Green Energy,"The time-dependent energy demand of energy islands may frequently change the operating condition of diesel generator (DG), leading to diesel engine operating under off-design conditions with low efficiency. In order to make the DG operate under efficient conditions and balance the mismatch of energy supply and demand in time, a novel hybrid power generation system integrated DG with compressed heat energy storage (CHEST) using sensible and latent thermal energy storage is proposed in this study. The overall efficiency of the proposed system could be further improved due to the waste heat recovery of exhaust and cooling water. Firstly, a parametric analysis of the CHEST unit is conducted to select optimal parameters and conditions for the CHEST unit. Then a comparative analysis between the traditional DG system and the proposed DG-CHEST coupling system with three operating strategies is carried out. Results indicate that Strategy A, B, and C could save fuel of 45.48 kg (17.74%), 44.22 kg (16.19%), and 38.89 kg (14.23%) a day, corresponding to the overall efficiency of 28.02%, 27.83%, and 26.22%, respectively, while it is only 20.89% for the conventional DG system. The comparative results among the three strategies show that the discharged power index (DPI) and discharged fraction (DF) decrease with the increase of control level of load factor. © 2021 Taylor & Francis Group, LLC."
